"seriesID","seriesCode","seriesName","seriesParent","seriesUnits","entityID","entityIso","entityName","dataValue","dataYear","dataNote","dataSource","seriesDescription"
178,"i271","Mobile-cellular subscriptions","","count",4,"ABW","Aruba","131800",2010,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",4,"ABW","Aruba","135000",2012,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",4,"ABW","Aruba","138800",2013,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",4,"ABW","Aruba","139700",2014,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",4,"ABW","Aruba","141000",2015,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",4,"ABW","Aruba","141000",2019,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",4,"ABW","Aruba","141000",2020,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",4,"ABW","Aruba","141000",2021,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","0",2000,"","Ministry of Communications.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","0",2001,"","Ministry of Communications.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","25000",2002,"","TSI.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","200000",2003,"","Ministry of Communications.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","600000",2004,"","Ministry of Communications.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","1.2e+006",2005,"","Ministry of Communications.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","2.52037e+006",2006,"","Ministry of Communications.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","4.6681e+006",2007,"","Africa & Middle East Telecom Week.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","7.89891e+006",2008,"","Ministry of Communications.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","1.05e+007",2009,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","1.02158e+007",2010,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","1.37979e+007",2011,"","Ministry of Communications & Information Technology","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","1.53401e+007",2012,"","ITU research based on ATRA website.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","1.68072e+007",2013,"","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","1.84072e+007",2014,"","Afghanistan Telecommunication Regulatory Authority , Ministry of Communications & Information Technology","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","1.9709e+007",2015,"","Afghanistan Telecommunication Regulatory Authority Ministry of Communications & Information Technology (MCIT)","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","2.1603e+007",2016,"","Afghanistan Telecom Regulatory Authority","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","2.39297e+007",2017,"","Afghanistan Telecom Regulatory Authority","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","2.19764e+007",2018,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","2.25801e+007",2019,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","2.2678e+007",2020,"","Afghanistan Telecommunication Regulatory Authority.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",6,"AFG","Afghanistan","2.2678e+007",2021,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","8.339e+006",2000,"","Telkom SA Limited (Telkom).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","1.0787e+007",2001,"","Independent Communications Authority of South Africa (ICASA).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","1.3702e+007",2002,"","Independent Communications Authority of South Africa (ICASA).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","1.686e+007",2003,"","Independent Communications Authority of South Africa (ICASA).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","2.0839e+007",2004,"","Independent Communications Authority of South Africa (ICASA).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","3.396e+007",2005,"","Independent Communications Authority of South Africa (ICASA).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","3.9662e+007",2006,"","Independent Communications Authority of South Africa (ICASA).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","4.23e+007",2007,"Estimation based on Annual Reports of Vodacom,  MTN and Cell C.","Independent Communications Authority of South Africa (ICASA).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","4.5e+007",2008,"","Independent Communications Authority of South Africa (ICASA).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","4.6436e+007",2009,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","5.0372e+007",2010,"","ICASA based on Business Monitor International.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","6.4e+007",2011,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","6.8394e+007",2012,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","7.68653e+007",2013,"","Independent Communications Authority of South Africa","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","7.92807e+007",2014,"","Independent Communications Authority of South Africa","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","8.79995e+007",2015,"This number is different from the one provided during short questionnaire because we had a good response rate from licensees.","Independent Communications Authority of South Africa","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","8.24129e+007",2016,"","Independent Communication Authority of South Africa","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","8.84976e+007",2017,"","Independent Communication Authority of South Africa","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","9.2428e+007",2018,"","Independent Communications Authority of South Africa","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","9.69725e+007",2019,"","Independent Communications Authority of South Africa","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","9.59594e+007",2020,"","Independent Communications Authority of South Africa","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",7,"ZAF","South Africa","1.00328e+008",2021,"","Independent Communications Authority of South Africa","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","25806",2000,"","Empresa de Telecommunicações de Angola.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","75000",2001,"","Instituto Angolano das Comunicações.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","140000",2002,"","Instituto Angolano das Comunicações.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","350000",2003,"","Instituto Angolano das Comunicações.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","740000",2004,"","Instituto Angolano das Comunicações.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.61112e+006",2005,"","Instituto Angolano das Comunicações.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","3.05462e+006",2006,"June.","Instituto Angolano das Comunicações.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","4.96154e+006",2007,"","Instituto Angolano das Comunicações.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","6.77336e+006",2008,"","Instituto Angolano das Comunicações.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","8.10942e+006",2009,"","Instituto Angolano das Comunicações.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","9.40337e+006",2010,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.20732e+007",2011,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.27851e+007",2012,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.32852e+007",2013,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.40526e+007",2014,"","ANGOLAN COMMUNICATIONS REGULATORY AUTHORITY","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.38845e+007",2015,"","Angolan Institute of Communications","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.30011e+007",2016,"","Angolan Institute of Communications","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.3324e+007",2017,"","Angolan Institute of Communications","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.32884e+007",2018,"","INACOM","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.48302e+007",2019,"","Angolan Institute of Communications","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.46451e+007",2020,"","Angolan Institute of Communications","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",8,"AGO","Angola","1.53279e+007",2021,"","Angolan Institute of Communications","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","2163",2000,"","Cable and Wireless (W.I.) Ltd  (C&W).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","1773",2001,"","Cable and Wireless (W.I.) Ltd  (C&W).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","3042",2002,"","Public Utilities Commission.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","4427",2003,"","Public Utilities Commission.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","7229",2004,"","Cable and Wireless (W.I.) Ltd  (C&W).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","13061",2005,"","Cable and Wireless (W.I.) Ltd  (C&W).","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","17150",2006,"","Public Utilities Commission.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","23526",2007,"","Ministry of Infrastructure, Communication & Utilities","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","26484",2008,"","Ministry of Infrastructure, Communication & Utilities","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","24820",2009,"","Ministry of Infrastructure, Communication & Utilities","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","25695",2010,"","Public Utilities Commission","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","26019",2011,"","public utilities commission","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","26100",2012,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","26000",2013,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
178,"i271","Mobile-cellular subscriptions","","count",9,"AIA","Anguilla","26000",2014,"","ITU estimate.","Refers to the number of subscriptions to a public mobile-telephone service that provide access to the public switched telephone network (PSTN) using cellular technology. It includes the number of postpaid subscriptions and the number of active prepaid accounts"
