"Country Name","Country Code","Indicator Name","Indicator Code",Attribute,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,
"Tanzania","738","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"12.6210886395761","14.3865433881825","13.016721460329","13.4584261277039","14.9473041741051","12.8020109513716","11.5038972265791","11.6215905888605","11.5937712600191","11.9628203334535","12.8825988878899","13.5887229242805","14.5891747531159","15.0375806276986","14.2342734583771","16.3863462701673","16.1664957635547","15.115243207336","15.0608639577513","15.5184121103115","15.5799689216583","15.0325467606725","14.3771351758546","13.9822148477813","14.8274213559617","15.4145508600384","14.674293842646","14.6425705394318","14.5692751332521","14.6208773481354","15.4243220357437","15.5561586752272","15.7369573833762","15.7439756142543","15.7031007271698","15.6955072745484",
"Thailand","578","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,"20.7110112847848","19.9536462463481","17.6294437617251","17.454740401666","17.5540045286704","19.0556711563783","18.9898118898039","20.2640627827907","20.4374130921684","21.7528026781667","20.6055745871899","20.2190007029498","20.0273586926396","19.5078626167452","20.9391529915339","21.2075428016505","21.3908187627498","22.1510749080046","21.3850890122389","22.314582965352","21.9191751884856","21.0967683930947","21.4162705112561","21.0049046960823","20.6519821944607","20.2945012747954","20.1240007552679","20.7136880224713","20.8326376957233","20.8326446923959","20.832644692396","20.832644692396",
"Turkey","186","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,,,,"32.3691733454814","29.6738150361897","30.8561202222928","30.4379232301692","31.3633208325508","33.3428927653909","31.5180280440424","31.5511131172817","32.0498739073593","32.4627591682912","32.4413254400292","32.3335810099077","32.4774119625585","31.6416206151484","31.9372871260505","32.5052227211335","31.1628498413591","30.8229707350706","30.9188634415467","28.870380952","28.0402914745448","28.4507051989657","28.6279416590052","29.2827570055104","29.384667291302","29.4874020515791","29.6174179307458",
"Uganda","746","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,"13.2464704757961","13.4748264298866","14.6053230534019","15.2123895927357","14.6930594312764","15.4898438739513","15.9354319283744","14.3012241879288","13.0577765349447","12.4169388891417","10.9510013940308","10.1466012348585","10.7793380993484","11.1315992037637","10.7322834240758","10.112148660234","10.8245899843572","12.6094594052908","12.4095304883727","12.7332955360295","13.1516757609074","13.46967747628","13.9438247270972","14.3565549517768","14.7692162979447","14.7517622456192","15.4255692339805","16.6017075828585","18.3449473163936","19.1135235524206",
"Ukraine","926","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,"33.8014189694753","35.4437143968639","34.3978625408588","30.8033566527658","32.2785017816179","33.6450874247696","36.0411301903571","37.9883881766705","37.2031304865569","41.9169984340376","43.2220411918818","41.6908237472725","43.9740528928536","42.351759333062","43.3781197132338","42.9387588067917","44.6653268492435","43.3252024641038","40.3139148507702","41.8836727069791","38.326042055158","39.2912718162609","39.5722473951541","39.3815388079112","39.9676831768881","36.572648037641",,,,,,,
"United Kingdom","112","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","33.0938101725897","32.3663277777398","31.1234952956519","31.7201143927838","32.6006647695575","32.0343374769944","32.8003275298267","34.0548803086792","34.5640469495283","35.3402822030041","34.9372998617366","33.9819177106296","33.9575545449495","34.8589917560922","35.2569488502889","35.4785802608751","35.7349900481169","35.6541227157183","34.3671650226058","35.4059527538542","35.9557810110637","35.9081072759541","36.2335659772858","35.4113344156848","35.485982931069","35.871782640216","36.4306105973698","36.279399185055","36.0383153688473","36.160429244864","36.8883000007222","37.3491750149989","37.5144096384171","37.6099685692715","37.3651009293592","35.8222890779328","36.507124240482",
"United States","111","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,,,,,"29.8877181103659","29.2740979971981","29.478875435606","30.8561338118903","31.6585309360433","31.6519184068259","30.5372078931066","28.2277226560207","28.7760076682963","29.0848223285987","29.1127307516019","31.2956758578004","31.3844014546449","31.6728121597109","31.2487609052639","30.8350591964681","30.1367978506515","30.0801928637601","30.8042026921926","31.2166812657362","31.9803262338722","32.0746621919198","31.7801241208128","31.5952145636434","31.9350879965766","32.1683822708116",
"Uzbekistan","927","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"25.1413237536091","27.6086500385456","22.6325959404733","27.6136571569196","33.4909832016373","29.7854785750912","32.0910519116544","30.7349198202708","29.1951860339731","27.33866669605","28.3126234788054","26.6662119172419","25.6650547276033","24.5480640131889","27.4369294883507","28.3878773157891","32.4558130586797","29.2946533821356","28.9667812055223","28.7616564460561","29.8143112997076","27.4071874188418","26.8103812334065","24.3248383510002","24.0722151059037","23.5566666470925","26.9575373403612","27.8803094674886","26.3559291716218","25.9834988538821","28.98936052357","26.9234852155814","26.996002733458","27.5657559210069","28.1705135754435","28.7607731485048",
"Vietnam","582","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,,"15.4564066257987","16.1829900190731","16.9998564895077","17.8923334775401","19.6375096651407","19.2910511108349","19.6715254635818","20.7344171163061","20.5579395360285","20.9328178865278","20.1504932959301","21.4696857225094","20.3228630540636","18.0041984652434","18.4929976783448","17.7382389315035","19.1903698994848","19.0667058323746","19.5652998778789","19.5472483699364","19.6481141422967","18.5353812527593","15.9608493122854","15.374055424603","15.5953280075018","15.9978256150762","16.3151146050284","16.631028508701","16.895989848148",
"Yemen, Republic of","474","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","18.9812186314809","13.7251265693674","12.9668006082916","11.1547860439373","18.3879616480014","29.7798068405362","32.7220784625964","26.4991200134093","28.3085278314957","37.7759453788253","33.276196813551","30.2273633697851","31.1159173714066","32.0096431037375","34.9474100210659","38.5548990037672","33.1663460552352","36.7152783527879","25.003917651659","26.1450398885522","25.3332181004914","29.9028295464421","23.900181308959","23.6439942187798","10.680387863471","7.56130841643519","3.48790725564661","6.41693813966582","7.32175852295574","6.53663536160112","5.69763844962368","5.6407637149623","6.55776788712087","7.47378832068054","7.26563205220282","7.81584036034809","8.30750191954052",
"Zambia","754","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,,,,"22.0702466204916","23.0718120769218","21.9990265987244","20.7641067648525","20.079402362726","36.6042817609486","18.8860500719977","18.7895104190609","15.7499664709487","15.6336876930641","17.7436176543688","18.694528376964","17.6292086265468","18.8947671238586","18.7699665918685","18.2367471514484","17.4748688420726","19.4239007358911","20.413153268205","20.2987499879769","23.8164898830195","20.1175026738417","22.1768495782937","22.864384475136","22.843334661316","22.6852741328758","22.7633562542596",
"Emerging Market and Middle-Income Asia ","503","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","17.463562571051","16.3075384686632","15.1626810433226","14.8815639609089","14.6437591639837","14.5497433285815","14.6155841947137","13.9758696117136","14.7723760147221","15.084864285161","16.2850148257691","16.6950981078295","17.0827597714014","17.5229654816253","17.9177192403911","18.4713114852043","19.2491519281756","21.6482036472693","21.9946224603994","22.4941971930449","24.4444045601647","25.3470139179244","25.3626826052343","25.6419168787139","26.3307515906812","26.1007913498331","26.2335554316268","26.310675068054","25.5623924593372","23.6202829002666","24.9275386964965","24.112430927732","24.1384151886374","24.2495102888148","24.348869646264","24.4290638236265","24.5076922245162",
"Emerging Market and Middle-Income Economies ","035","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,"19.0971107313487","18.980466350799","20.1019190782063","22.585300856524","22.4065735041035","22.1299709107962","21.8338805175493","23.218749354206","23.0298333542358","23.181103476925","24.0542998310044","24.9160199159738","26.7508098683392","27.3959473067594","27.379389209491","29.5624370998863","26.784476408237","27.4531605537527","28.8395967676765","29.3733889494952","28.9672077094605","28.4142416198072","27.2522539826623","26.8353560684711","27.1870026809968","27.664156169314","27.087378268765","25.0781410104163","26.131931684934","25.7401886805692","25.6342312745987","25.5838150967422","25.5650632203794","25.5281262283341","25.5084800634488",
"Euro Area","163","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"46.0006553459409","46.6930871074714","46.3200908566046","45.477497668169","45.9052547320116","45.9770038734956","45.7196720883835","46.0859909908091","45.5692398833442","44.8766637917371","44.4806112599908","44.3865945988088","44.0847357215763","44.3310896144657","44.7734036596851","44.9023972892423","44.6206913375882","44.6506738465245","44.5382826249865","45.1205516831668","46.2068940888872","46.8202996814113","46.7557329606493","46.3788906773874","46.205150944538","46.1425229072216","46.3711803450631","46.2370328514653","46.3211783965822","47.0935948276441","46.4211364907595","46.2895449411046","46.0902663962962","45.8533088078226","45.7369326771363","45.6004992000139",
"G7","119","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"38.6226042617434","37.6656500964684","37.232148727759","37.3893449643147","37.9517726672525",,,,,"34.9833260559403","33.6238194539201","33.7051253972912","34.0545174429245","34.8649020921526","35.6350499402279","36.0094831133392","35.5740390982489","34.1711806207468","34.0500772205143","34.6669773498287","34.7685818847549","36.2381951173595","36.4311312123213","36.2675409147039","36.0195933241517","35.9086755469177","35.7700110275061","35.4874100775206","36.1198461673583","36.6011210328155","36.6134813739648","36.6776342417335","36.5297119870075","36.4013181510487","36.4530943714808","36.6095568570407",
"Advanced Economies","110","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"38.9663107958128","38.1094505018006","37.6675845972937","37.1828533458825","37.6357168577936","37.7903140400067","38.1996691295468","38.0446853770156","37.5311318412681","35.3182369884186","34.1750224887415","34.389442260628","34.7399232619977","35.4655681743093","36.1340885126394","36.5225580780809","36.1197404847355","34.7574667394712","34.5596002269016","35.1362976823802","35.2585381016599","36.4518546981102","36.4877542530384","36.1201260847943","35.9829735898885","35.9113529553062","35.8782748272566","35.6152037921712","36.0784178762928","36.6061792885787","36.4461421987638","36.4690791743925","36.3236939778786","36.177481434686","36.2015562695827","36.2965171758377",
"Emerging Market and Middle-Income Europe ","EMEUR","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,,,"35.3848085738217","34.3538515904916","35.394604161378","34.996625799512","34.8092331507125","34.4663461020604","36.1942796993431","36.7354377761876","36.7301401834364","36.7046548463542","34.2049422911147","34.1457752144664","35.2022964931997","35.1268998529093","34.4366207043176","34.3643990511788","33.410612671879","33.7706802221032","33.7825732888455","35.2059030336079","35.2244698688154","34.5556668061083","35.2818050186029","34.3521201761526","34.3912423098999","34.4087412304397","34.4839811172812","34.2640972107725","34.2182706402603",
"Emerging Market and Middle-Income Latin America ","EMFLAT","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,"19.8932725137006",,"25.8997771306343","25.6030215216498","24.7991506889283","24.013483008329","23.5891006409572","23.3796788992105","23.8274692542674","25.5724193450174","26.1048289893438","27.5256385667991","28.213796131112","28.5907078698753","30.6428151374814","28.4870606229383","29.8791568891269","30.2708102939135","30.0789849299205","29.7643857042457","28.9461414422547","26.3596943793857","26.8196936765394","27.1805584258227","27.1200891868645","27.1831342258154","25.8702138106376","26.998944867139","27.346029223101","27.2789100843604","27.1864362721529","27.1020375236366","27.0732271382687","26.9115319080794",
"Advanced G20","148","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"38.3548897835947","37.4349666820124","37.0160566814816","36.3481730024452","36.8107098545309",,,,,"34.6352144959548","33.2835370131712","33.3854875160183","33.6962111861324","34.4356818694011","35.1545986924191","35.5279877022452","35.1138881284722","33.7642307162434","33.5299325792613","34.0970685810529","34.2507954298893","35.5810862948362","35.7295232459881","35.5868040225286","35.4050728160772","35.3109180639822","35.2443930970325","34.9750568657747","35.6014158830184","36.1192538311609","36.066107149321","36.1314192655446","36.0062088851342","35.8877238977157","35.9398110477011","36.0793679214977",
"Emerging G20","149","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,"16.4268161121783",,"20.0952577671813","20.3652538376843","20.9093183930088","19.8955685354059","21.3368780980443","21.5889699767682","21.6552889235989","22.6942790207623","23.5778628883844","25.1285118088111","25.7566816352985","25.9045080037906","28.4097247748249","26.0583804221157","26.9662764320952","28.5520972239653","28.9419599813688","28.5663987681849","28.1641437881394","27.4550253702376","27.5183730754171","27.6862329172189","27.8440627449285","27.3240435545253","25.3747425314604","26.663367130864","25.8897996263643","25.7607610210186","25.7961007134187","25.8545697391284","25.8960108676837","25.9205392984833",
"Low-Income Developing Asia ","230","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","12.7504714011813","12.3009486692929","13.4658136885993","13.3569136942661",,,,"12.5880663274549","12.1602663506142","12.6254767067884","12.8654974197566","13.4657851030164","14.1179941270048","14.0617943177463","14.6840111762849","15.6415136057873","15.6003620852402","16.1120455951644","15.3973934817206","16.3363710766231","15.8844673214682","16.0717292911759","16.9173178904811","16.751041477592","16.4949278446998","16.0533977548309","15.8470854649242","16.3486787892698","15.8375007389711","15.218202004926","14.4174425432961","14.3145095914326","14.4559221692136","14.6457801470302","14.7991634851341","14.9598734998037","15.0732522994834",
"Low-Income Developing Latin America","231","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,,,,,,"12.643604980752","13.9331107668491","14.5127789023781","16.6977060298449","15.6166536674906","16.1523774730665","17.4251615518108","17.9449789130104","18.5789821742331","18.6095048188087","19.0991253688312","19.5959741666437","18.2662372787404","19.0537252695615","19.7921016628432","20.2018330485478","19.738263399087","19.9360446528542","20.5944212009061","21.7623145776678","21.4088380564081","20.9440897020721","21.2134363233688","19.7009905444528","20.2268192435205","20.5775339970212","21.0158526609658","21.2451345521456","21.2447283686015","21.4781529881511","21.5686530769001",
"Low-Income Oil Producers","235","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","17.9921084706941","21.1613959098657","17.9112669657089","12.5327091721961","16.2875102053769","16.4192648768675","15.9430714275105","11.3709546240986","20.0651513368409","29.6685649121709","28.308797415656","21.8742501893986","22.2060637073267","24.3763558296698","23.8492716610394","23.0397350261966","18.8998637334518","22.3200896508499","12.0723332180846","14.6087819954607","19.4922995707174","16.9006786400136","13.565719414845","12.8245522091534","8.15046918779752","6.09481298081143","7.15953353326822","9.21047451911799","8.58156553319018","7.18407666655609","7.95936216455372","9.34476985784822","9.01742497309181","8.79518703941085","8.40532226025341","8.08025373687427","7.97271519612222",
"Low-Income Developing Others ","234","Revenue (% of GDP)","GGR_G01_GDP_PT","Value","18.8550044001332","17.2173117586304","16.6604187806278","14.4550898297576","20.8417761195086","25.5172104753523","23.9769946065549","23.1991208751365","23.328897391454","24.1459501520666","21.4466171954782","19.7991815392747","21.0466803593394","22.4498531700075","23.3368212010082","24.6705299702658","23.454503867729","26.5965247022755","22.6021701237843","23.4420837962836","23.0883232509922","24.1952810642178","21.8787253205593","21.3679910143958","18.0988031113862","17.2585944635649","17.1794482322918","20.692869454872","20.6510539049688","19.4957041001896","19.6583830037393","20.6553397307686","20.1921038761912","20.5854780859189","21.0135085773468","21.4485063040788","21.746624942223",
"Low-Income Developing Sub-Saharan Africa","232","Revenue (% of GDP)","GGR_G01_GDP_PT","Value",,"15.1127039284332",,"12.6606443128266","14.8315204222746","13.1604302804259","13.0868065507793","10.8199515756186","13.0062471932809","16.9686120758205","17.8869654460229","15.657342730363","16.221320243001","17.97847962395","17.9373421744671","20.1995663439324","16.3959270822144","17.9866093332328","13.2269171207585","14.6764100959508","17.4374007131055","16.0617830122984","14.5443439562368","14.3013912035937","12.3609532500073","11.7542904469797","12.7622739345568","13.2519736411003","13.0253822518273","12.2462727438916","13.0423909743131","13.7570428231738","13.6964069972405","13.6322454202552","13.5121645932774","13.3746746550276","13.2958550576522",
"Burkina Faso","748","Primary net lending/borrowing (also referred as primary balance) (% of GDP)","GGXONLB_G01_GDP_PT","Value","-1.66770196326558","-1.3713943560158","-2.59475716170339","-0.622907346836766","-1.41612919937228","-0.893529369541451","-1.91329009306151","-1.91513648457833","-2.63202554138573","-2.23951596774048","-2.8097887798217","-3.76549863668622","-1.17934396552087","-3.52873427614818","-4.32906375626415","14.8528500378254","-4.65725049536608","-3.32619349982092","-3.78086000054953","-3.63144523226216","-1.54244925593741","-2.11139175683668","-3.02539889531522","-1.09812152287245","-1.46426728445383","-2.22302385485784","-6.06626004562976","-3.30251674832985","-2.15850781441838","-4.28864242166361","-3.96170322506449","-4.33639205870905","-3.12935345659535","-2.12201563153757","-1.0504798400745","-1.00892744139755","-0.957739122940109",
"Cambodia","522","Primary net lending/borrowing (also referred as primary balance) (% of GDP)","GGXONLB_G01_GDP_PT","Value",,,,,,,"-3.62970914814284","-5.23200300693255","-3.63532002163204","-4.66595810427668","-5.0080740801961","-6.21352558668502","-5.98477620837538","-3.3348223824281","-0.169763956109014","-0.00493414072936876","0.925822772031722","0.691832690386827","-4.58061695436979","-3.56309817397723","-4.42743623195484","-4.22728067019196","-2.28322311416529","-1.30416332645822","-0.342539758812112","0.0589937888514503","-0.453470280062302","1.00088683119211","3.29635858059254","-3.11081879189656","-5.1583525054755","-3.6283770548594","-3.41382292778689","-2.88015962023712","-2.76432449480345","-2.58606629173471","-2.38053093746696",
"Cameroon","622","Primary net lending/borrowing (also referred as primary balance) (% of GDP)","GGXONLB_G01_GDP_PT","Value",,,,,,,,,,,"3.44414625647801","3.83306895158711","2.51005691533748","1.19458746449417","4.28445077053617","29.0116417875452","4.31383504250279","2.30087727768729","0.207246881737886","-0.693059707682406","-1.94940662436417","-1.06310120362716","-3.20673103944051","-3.70240699113203","-3.8786400172653","-5.15867253175701","-3.89453870343614","-1.51345415037539","-2.24732431071746","-2.3471261675339","-1.96035096786523","-0.321114388884086","1.48968246102012","0.313831880160705","0.777711253370818","0.194159936184256","-0.349268480053099",
"Canada","156","Primary net lending/borrowing (also referred as primary balance) (% of GDP)","GGXONLB_G01_GDP_PT","Value","-3.16640851101425","-3.9734924196449","-3.72605372960108","-1.86685892935609","0.0846539469301521","2.14064575255224","4.71989996978805","4.79784125850036","5.76053622931026","5.65858792066694","3.38012639105739","2.25585451547884","1.64463433664316","2.25846371761979","2.53244606391435","2.41059091115619","2.36799920895554","0.465528613957048","-2.77604888585113","-3.90018774969269","-2.70086237072753","-1.82152921326116","-0.993561824515954","0.450699735024046","0.586704152496859","0.125152120304018","0.0775001506558082","0.442148344459727","0.109678820608715","-10.9381882249303","-5.29967910839406","-2.89359892603283","-1.08473238169597","-0.67314640909175","-0.36122206232564","-0.224887825906222","-0.209158877039685",
"Chad","628","Primary net lending/borrowing (also referred as primary balance) (% of GDP)","GGXONLB_G01_GDP_PT","Value",,,,,,"-3.56726748618752","-2.51360351206249","-1.52537487167638","-4.47222897417145","-5.1497858129177","-3.93653510770303","-4.53260046415464","-5.07003974922471","-2.00189601827818","0.226602929861045","2.59468873039958","2.77970618719694","3.77363849148147","-8.75282351571763","-3.59835721792154","3.00023596682717","0.914385809192091","-1.53548861889626","-3.5967381602876","-2.69457006232254","0.0592551983205801","1.34482855099214","3.02338013401221","0.818198057120897","3.04244669698386","0.315882569052119","6.70991947782422","9.0281984972337","5.58364178461938","4.92928177457446","5.70930238917512","4.44266565052475",
"Chile","228","Primary net lending/borrowing (also referred as primary balance) (% of GDP)","GGXONLB_G01_GDP_PT","Value","3.66663962836609","3.75230777658955","2.86405625908611","2.7156719890916","3.93815310720641","2.73633421021288","2.62142484532659","0.870761143808823","-1.43536733113056","-0.0533811886888039","-0.03648492549077","-0.663383666713717","0.110614212337157","2.48598140276844","4.88179108139078","7.50164469652853","7.6024925509123","3.51584154401974","-4.3718470756892","-0.307605136943536","1.50625290779973","0.785426424711485","-0.389324001485776","-1.35252648796166","-1.87147026283773","-2.37773503914099","-2.26856408944586","-1.11251549707073","-2.37667453876206","-6.62766803982194","-6.9043432296808","-1.13507086423771","-0.179860345503288","0.121003794459229","0.1629520602619","0.127616291763219","0.366527536101278",
"China, P.R.: Hong Kong","532","Primary net lending/borrowing (also referred as primary balance) (% of GDP)","GGXONLB_G01_GDP_PT","Value",,,,,,,,,,,,,,,,"2.12976281187953","5.72709552305019","-2.48479233260275","-0.210845029461887","2.29946786403562","1.893817708637","1.32862936495442","-0.675802225517737","3.59687290080088","0.590668032674993","3.57174826406337","4.70468395404732","0.957379810461482","-2.24589209325633","-11.1450020749731","-2.89183688571407","-6.80585263279624","-2.88960222938441","-2.23528437743095","-1.26074704932432","-0.93771075331963","-0.829502346263951",
"China, P.R.: Mainland","924","Primary net lending/borrowing (also referred as primary balance) (% of GDP)","GGXONLB_G01_GDP_PT","Value","-0.689009813465055","-0.701720027101562","-0.622765420780937","-1.3452373745832","-0.439833571299605","-0.192280054711352","0.0118993899959608","-0.227894423904248","-1.66154413005582","-2.11361916350203","-1.87209059066632","-2.3242702962326","-1.69149518998253","-1.04142028302539","-0.967176679870391","-0.699525205391104","0.448182129660692","0.385544977701841","-1.32184878741401","0.0894817709959409","0.394369560813428","0.187254225288584","-0.323664670211702","-0.128278587386738","-2.03079536194819","-2.71160729989472","-2.64675278963714","-3.47513610913822","-5.24970928804426","-9.73479064542285","-5.0654134541802","-6.72669481981767","-6.04426706064798","-5.93033870476168","-5.81929984085949","-5.71307130766545","-5.61373428452369",
